timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-22T11:22:27,codecarbon,5d4eff54-6811-4aeb-83bc-7a514026b176,7732.9897325,0.0666376033106418,8.617314339702167e-06,42.5,19.99677168589812,11.67989730834961,0.0912918346895834,0.0851266186567958,0.0250752763890507,0.2014937297354298,Italy,ITA,campania,,,Windows-10-10.0.22631-SP0,3.8.19,2.6.0,12,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,14.2385,40.867,31.146392822265625,machine,N,1.0
2024-08-23T10:05:29,codecarbon,66b23e3b-d8b0-42d9-ad54-300a2d23b477,2.985085400000001,2.2483174200019157e-05,7.53183617460966e-06,42.5,27.880355263140444,11.67989730834961,3.523984305555556e-05,2.3089185137603607e-05,9.653888370254837e-06,6.798291656341401e-05,Italy,ITA,campania,,,Windows-10-10.0.22631-SP0,3.8.19,2.6.0,12,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,14.2385,40.867,31.146392822265625,machine,N,1.0
2024-08-23T10:08:38,codecarbon,5752f6b3-f0c8-4c79-a1d7-d8fbbbcf6e0f,2.9451504,2.2245205747192207e-05,7.553164601438421e-06,42.5,28.069923798516516,11.67989730834961,3.476846493055555e-05,2.295724058765103e-05,9.53766008993149e-06,6.726336560813807e-05,Italy,ITA,campania,,,Windows-10-10.0.22631-SP0,3.8.19,2.6.0,12,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4060 Ti,14.2385,40.867,31.146392822265625,machine,N,1.0
